,response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood,subject_injury_nan
4517,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Body Weight to Pin,Asian,Male,25.0,Fled on Foot,1,Downtown West,0
4518,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Body Weight to Pin,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4519,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Body Weight to Pin,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4520,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Punches,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4521,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Punches,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4522,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Push Away,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4523,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Push Away,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4524,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Push Away,Asian,Male,25.0,Fled on Foot,1,Downtown West,0
4525,2018/03/29 23:45:31,Assault in Progress ,Yes,ASLT2,1.0,Bodily Force,Kicks,Asian,Male,24.0,Assaulted Officer,1,Downtown West,0
4526,2018/03/30 00:06:56,Suspicious Vehicle ,No,SQUADA,0.0,Gun Point Display,Compliance,Black,Male,49.0,Fled in Vehicle,3,East Phillips,0
4527,2018/03/30 00:06:56,Suspicious Vehicle ,No,SQUADA,0.0,Improvised Weapon,Other (specify),Black,Male,49.0,Fled in Vehicle,3,East Phillips,0
4528,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Bodily Force,Joint Lock,,Male,28.0,Tensed,4,Webber - Camden,0
4529,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden,0
4530,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden,0
4531,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Taser,Touch,,Male,28.0,Tensed,4,Webber - Camden,0
4532,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden,0
4533,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Bodily Force,Body Weight to Pin,,Male,28.0,Tensed,4,Webber - Camden,0
4534,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Taser,Red Dot,,Male,28.0,Tensed,4,Webber - Camden,0
4535,2018/03/30 14:09:35,Assist Fire Personnel ,Yes,OBSTRU,1.0,Taser,Firing Darts,,Male,28.0,Tensed,4,Webber - Camden,0
4536,2018/03/30 18:19:21,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Body Weight to Pin,,Male,31.0,Tensed,4,McKinley,0
4537,2018/03/30 18:19:21,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Knees,,Male,31.0,Tensed,4,McKinley,0
4538,2018/03/30 18:19:21,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Body Weight to Pin,,Male,31.0,Tensed,4,McKinley,0
4539,2018/03/30 19:00:03,Emotionally Disturb Person ,Yes,CIC,1.0,Bodily Force,Body Weight to Pin,Native American,Female,60.0,Tensed,5,Lowry Hill East,0
4540,2018/03/30 19:00:03,Emotionally Disturb Person ,Yes,CIC,1.0,Bodily Force,Body Weight to Pin,Native American,Female,60.0,Tensed,5,Lowry Hill East,0
4541,2018/03/30 19:42:39,Traffic Law Enforcement ,No,ASLT4,,Bodily Force,Body Weight to Pin,Black,Male,36.0,Assaulted Officer,4,Hawthorne,1
4542,2018/03/30 19:42:39,Traffic Law Enforcement ,No,ASLT4,,Bodily Force,Body Weight to Pin,Black,Male,36.0,Assaulted Officer,4,Hawthorne,1
4543,2018/03/30 20:21:09,Domestic Abuse-In Progress ,No,PRIORI,1.0,Bodily Force,Body Weight to Pin,Black,Male,53.0,Tensed,3,Longfellow,0
4544,2018/03/30 20:21:09,Domestic Abuse-In Progress ,No,PRIORI,1.0,Bodily Force,Push Away,Black,Male,53.0,Tensed,3,Longfellow,0
4545,2018/03/31 21:44:39,Crim Sex Conduct/Report ,No,TRSPAS,,Bodily Force,Body Weight to Pin,Black,Male,40.0,Unspecified,1,Downtown West,1
4546,2018/04/01 02:10:41,Chase on Foot ,No,FLEEFT,,Bodily Force,Body Weight to Pin,Black,Male,23.0,Fled on Foot,4,Hawthorne,1
4547,2018/04/01 02:10:41,Chase on Foot ,No,FLEEFT,,Gun Point Display,Compliance,Black,Male,23.0,Fled on Foot,4,Hawthorne,1
4548,2018/04/01 02:10:41,Chase on Foot ,No,FLEEFT,,Bodily Force,Body Weight to Pin,Black,Male,23.0,Fled on Foot,4,Hawthorne,1
4549,2018/04/01 02:14:22,Unwanted Person ,No,FORCE,,Chemical Irritant,Personal Mace,Black,Male,25.0,Commission of Crime,4,Hawthorne,1
4550,2018/04/02 08:22:50,Domestic Abuse-In Progress ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Female,38.0,Tensed,4,Jordan,1
4551,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Knees,Black,Male,23.0,Tensed,5,Whittier,0
4552,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Joint Lock,Black,Male,23.0,Tensed,5,Whittier,0
4553,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Punches,Black,Male,23.0,Tensed,5,Whittier,0
4554,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Body Weight to Pin,Black,Male,23.0,Tensed,5,Whittier,0
4555,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Body Weight to Pin,Black,Male,23.0,Tensed,5,Whittier,0
4556,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Punches,Black,Male,23.0,Tensed,5,Whittier,0
4557,2018/04/02 21:03:16,Traffic Law Enforcement ,No,OBSTRU,1.0,Bodily Force,Knees,Black,Male,23.0,Tensed,5,Whittier,0
4558,2018/04/02 21:40:15,Suspicious Person ,No,TRSPAS,,Bodily Force,Push Away,White,Male,43.0,Tensed,1,Elliot Park,1
4559,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Knees,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4560,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Punches,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4561,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Body Weight to Pin,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4562,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Body Weight to Pin,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4563,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Joint Lock,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4564,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Punches,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4565,2018/04/02 23:40:03,Person with a Weapon ,Yes,DASLT2,0.0,Bodily Force,Knees,Black,Female,19.0,Assaulted Officer,4,Webber - Camden,0
4566,2018/04/04 10:34:49,High Risk Warrant Entry ,No,OD,1.0,Bodily Force,Body Weight to Pin,White,Male,35.0,Unspecified,5,CARAG,0
4567,2018/04/04 10:34:49,High Risk Warrant Entry ,No,OD,1.0,Bodily Force,Punches,White,Male,35.0,Unspecified,5,CARAG,0
4568,2018/04/04 10:34:49,High Risk Warrant Entry ,No,OD,1.0,Bodily Force,Kicks,White,Male,35.0,Unspecified,5,CARAG,0
4569,2018/04/04 10:34:49,High Risk Warrant Entry ,No,OD,1.0,Bodily Force,Kicks,White,Male,35.0,Unspecified,5,CARAG,0
4570,2018/04/04 10:34:49,High Risk Warrant Entry ,No,OD,1.0,Bodily Force,Body Weight to Pin,White,Male,35.0,Unspecified,5,CARAG,0
4571,2018/04/04 10:34:49,High Risk Warrant Entry ,No,OD,1.0,Bodily Force,Body Weight to Pin,White,Male,35.0,Unspecified,5,CARAG,0
4572,2018/04/04 21:58:54,Suspicious Person ,No,NARC,,Bodily Force,Push Away,Black,Male,27.0,Fled on Foot,1,Downtown West,1
4573,2018/04/04 21:58:54,Suspicious Person ,No,NARC,,Bodily Force,Body Weight to Pin,Black,Male,27.0,Fled on Foot,1,Downtown West,1
4574,2018/04/04 22:21:18,Damage Property-In Progress,Yes,ASLT4,0.0,Bodily Force,Body Weight to Pin,White,Male,48.0,Assaulted Officer,1,Downtown West,0
4575,2018/04/04 22:21:18,Damage Property-In Progress,Yes,ASLT4,0.0,Improvised Weapon,Other (specify),White,Male,48.0,Assaulted Officer,1,Downtown West,0
4576,2018/04/04 22:21:18,Damage Property-In Progress,Yes,ASLT4,0.0,Bodily Force,Kicks,White,Male,48.0,Assaulted Officer,1,Downtown West,0
4577,2018/04/04 22:21:18,Damage Property-In Progress,Yes,ASLT4,0.0,Bodily Force,Punches,White,Male,48.0,Assaulted Officer,1,Downtown West,0
4578,2018/04/04 22:21:18,Damage Property-In Progress,Yes,ASLT4,0.0,Bodily Force,Body Weight to Pin,White,Male,48.0,Assaulted Officer,1,Downtown West,0
4579,2018/04/05 00:03:54,Suspicious Person ,No,NARC,0.0,Bodily Force,Punches,Black,Male,46.0,Fled on Foot,1,Loring Park,0
4580,2018/04/05 00:03:54,Suspicious Person ,No,NARC,0.0,Bodily Force,Body Weight to Pin,Black,Male,46.0,Fled on Foot,1,Loring Park,0
4581,2018/04/05 00:03:54,Suspicious Person ,No,NARC,0.0,Bodily Force,Body Weight to Pin,Black,Male,46.0,Fled on Foot,1,Loring Park,0
4582,2018/04/05 00:58:46,Suspicious Vehicle ,No,NARC,1.0,Bodily Force,Body Weight to Pin,White,Male,29.0,Unspecified,2,Windom Park,0
4583,2018/04/05 00:58:46,Suspicious Vehicle ,No,NARC,1.0,Taser,Firing Darts,White,Male,29.0,Unspecified,2,Windom Park,0
4584,2018/04/05 02:05:08,Motor Vehicle Chase ,No,FLEE,0.0,Bodily Force,Conscious Neck Restraint,Black,Male,24.0,Fled in Vehicle,4,Near - North,0
4585,2018/04/05 02:05:08,Motor Vehicle Chase ,No,FLEE,0.0,Bodily Force,Punches,Black,Male,24.0,Fled in Vehicle,4,Near - North,0
4586,2018/04/05 09:25:41,Check the Welfare ,No,OBSTRU,1.0,Taser,Firing Darts,White,Male,41.0,Commission of Crime,4,Jordan,0
4587,2018/04/05 09:25:41,Check the Welfare ,No,OBSTRU,1.0,Bodily Force,Conscious Neck Restraint,White,Male,41.0,Commission of Crime,4,Jordan,0
4588,2018/04/05 09:25:41,Check the Welfare ,No,OBSTRU,1.0,Chemical Irritant,Personal Mace,White,Male,41.0,Commission of Crime,4,Jordan,0
4589,2018/04/05 09:25:41,Check the Welfare ,No,OBSTRU,1.0,Taser,Touch,White,Male,41.0,Commission of Crime,4,Jordan,0
4590,2018/04/05 13:58:51,Motor Vehicle Chase ,No,FLEE,0.0,Bodily Force,Body Weight to Pin,Asian,Male,24.0,Fled in Vehicle,4,Lind - Bohanon,0
4591,2018/04/05 18:18:01,Domestic ,Yes,DASLT5,,Bodily Force,Push Away,Black,Male,24.0,Tensed,4,Lind - Bohanon,1
4592,2018/04/05 18:18:01,Domestic ,Yes,DASLT5,,Bodily Force,Body Weight to Pin,Black,Male,24.0,Tensed,4,Lind - Bohanon,1
4593,2018/04/07 16:00:58,Attempt Pick-Up ,No,TRSPAS,0.0,Bodily Force,Body Weight to Pin,Black,Male,23.0,Unspecified,4,Hawthorne,0
4594,2018/04/07 16:00:58,Attempt Pick-Up ,No,TRSPAS,0.0,Bodily Force,Body Weight to Pin,Black,Male,23.0,Unspecified,4,Hawthorne,0
4595,2018/04/08 02:11:53,Fight ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Female,26.0,Commission of Crime,1,Downtown West,1
4596,2018/04/08 02:11:53,Fight ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Female,26.0,Commission of Crime,1,Downtown West,1
4597,2018/04/08 02:11:53,Fight ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Female,26.0,Commission of Crime,1,Downtown West,1
4598,2018/04/08 21:19:28,Suspicious Person ,Yes,FENTRY,1.0,Bodily Force,Body Weight to Pin,White,Male,37.0,Tensed,4,Bryn - Mawr,0
4599,2018/04/08 21:19:28,Suspicious Person ,Yes,FENTRY,1.0,Bodily Force,Body Weight to Pin,White,Male,37.0,Tensed,4,Bryn - Mawr,0
4600,2018/04/08 21:19:28,Suspicious Person ,Yes,FENTRY,1.0,Bodily Force,Body Weight to Pin,White,Male,37.0,Tensed,4,Bryn - Mawr,0
4601,2018/04/09 01:42:39,Unwanted Person ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Male,32.0,Unspecified,1,Downtown West,1
4602,2018/04/09 01:42:39,Unwanted Person ,Yes,OBSTRU,,Bodily Force,Joint Lock,Black,Male,32.0,Unspecified,1,Downtown West,1
4603,2018/04/09 02:48:55,Traffic Law Enforcement ,No,DWI,,Bodily Force,Body Weight to Pin,White,Male,19.0,Tensed,1,Downtown West,1
4604,2018/04/09 17:46:10,Fight ,Yes,ASLT4,,Bodily Force,Body Weight to Pin,Native American,Male,25.0,Assaulted Officer,5,Armatage,1
4605,2018/04/09 17:46:10,Fight ,Yes,ASLT4,,Chemical Irritant,Personal Mace,Native American,Male,25.0,Assaulted Officer,5,Armatage,1
4606,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,1,Loring Park,0
4607,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,1,Loring Park,0
4608,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Taser,Display,Black,Male,26.0,Tensed,1,Loring Park,0
4609,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Taser,Arcing,Black,Male,26.0,Tensed,1,Loring Park,0
4610,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Taser,Red Dot,Black,Male,26.0,Tensed,1,Loring Park,0
4611,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Bodily Force,Push Away,Black,Male,26.0,Tensed,1,Loring Park,0
4612,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Bodily Force,Joint Lock,Black,Male,26.0,Tensed,1,Loring Park,0
4613,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Taser,Display,Black,Male,26.0,Tensed,1,Loring Park,0
4614,2018/04/10 02:47:05,Unwanted Person ,No,NARC,0.0,Taser,Red Dot,Black,Male,26.0,Tensed,1,Loring Park,0
4615,2018/04/10 03:30:27,Domestic ,No,WT,1.0,Chemical Irritant,Personal Mace,Black,Male,20.0,Unspecified,4,Jordan,0
4616,2018/04/10 03:30:27,Domestic ,No,WT,1.0,Bodily Force,Body Weight to Pin,Black,Male,20.0,Unspecified,4,Jordan,0
4617,2018/04/10 03:30:27,Domestic ,No,WT,1.0,Improvised Weapon,Other (specify),Black,Male,20.0,Unspecified,4,Jordan,0
4618,2018/04/10 17:15:32,Suspicious Person ,No,WEAP,1.0,Bodily Force,Body Weight to Pin,Black,Male,22.0,Commission of Crime,2,Audubon Park,0
4619,2018/04/10 17:15:32,Suspicious Person ,No,WEAP,1.0,Bodily Force,Push Away,Black,Male,22.0,Commission of Crime,2,Audubon Park,0
4620,2018/04/10 17:15:32,Suspicious Person ,No,WEAP,1.0,Bodily Force,Joint Lock,Black,Male,22.0,Commission of Crime,2,Audubon Park,0
4621,2018/04/11 00:12:06,Domestic Abuse-In Progress ,Yes,911INT,,Taser,Red Dot,White,Male,25.0,Commission of Crime,1,Elliot Park,1
4622,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Bodily Force,Joint Lock,White,Male,23.0,Commission of Crime,1,North Loop,0
4623,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Bodily Force,Body Weight to Pin,White,Male,23.0,Commission of Crime,1,North Loop,0
4624,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Bodily Force,Punches,White,Male,23.0,Commission of Crime,1,North Loop,0
4625,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Taser,Touch,White,Male,23.0,Commission of Crime,1,North Loop,0
4626,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Bodily Force,Joint Lock,White,Male,23.0,Commission of Crime,1,North Loop,0
4627,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Bodily Force,Body Weight to Pin,White,Male,23.0,Commission of Crime,1,North Loop,0
4628,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Bodily Force,Body Weight to Pin,White,Male,23.0,Commission of Crime,1,North Loop,0
4629,2018/04/13 00:05:46,Assist EMS Personnel ,No,DISARM,0.0,Taser,Firing Darts,White,Male,23.0,Commission of Crime,1,North Loop,0
4630,2018/04/13 00:19:51,Suspicious Person ,No,NARC,0.0,Bodily Force,Punches,Black,Male,25.0,Verbal Non-Compliance,1,Downtown West,0
4631,2018/04/13 00:19:51,Suspicious Person ,No,NARC,0.0,Bodily Force,Punches,Black,Male,25.0,Verbal Non-Compliance,1,Downtown West,0
4632,2018/04/13 00:19:51,Suspicious Person ,No,NARC,0.0,Bodily Force,Body Weight to Pin,Black,Female,46.0,Tensed,1,Downtown West,0
4633,2018/04/13 14:45:29,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Body Weight to Pin,White,Male,38.0,Assaulted Officer,5,Whittier,0
4634,2018/04/13 14:45:29,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Body Weight to Pin,White,Male,38.0,Assaulted Officer,5,Whittier,0
4635,2018/04/13 14:45:29,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Joint Lock,White,Male,38.0,Assaulted Officer,5,Whittier,0
4636,2018/04/13 14:45:29,Emotionally Disturb Person ,Yes,CIC,0.0,Bodily Force,Joint Lock,White,Male,38.0,Assaulted Officer,5,Whittier,0
4637,2018/04/14 02:19:47,Disturbance ,No,DISCON,,Chemical Irritant,Personal Mace,,,0.0,Unspecified,1,Downtown West,1
4638,2018/04/15 02:21:09,Suspicious Vehicle ,Yes,DWI,0.0,Bodily Force,Body Weight to Pin,White,Female,49.0,Tensed,2,Prospect Park - East River Road,0
4639,2018/04/15 02:21:09,Suspicious Vehicle ,Yes,DWI,0.0,Bodily Force,Punches,White,Female,49.0,Tensed,2,Prospect Park - East River Road,0
4640,2018/04/15 02:21:09,Suspicious Vehicle ,Yes,DWI,0.0,Chemical Irritant,Personal Mace,White,Female,49.0,Tensed,2,Prospect Park - East River Road,0
4641,2018/04/15 02:21:09,Suspicious Vehicle ,Yes,DWI,0.0,Bodily Force,Push Away,White,Female,49.0,Tensed,2,Prospect Park - East River Road,0
4642,2018/04/16 03:06:21,Domestic Abuse-In Progress ,Yes,DASLT5,,Bodily Force,Push Away,Other / Mixed Race,Male,28.0,Unspecified,3,Powderhorn Park,1
4643,2018/04/16 03:06:21,Domestic Abuse-In Progress ,Yes,DASLT5,,Bodily Force,Body Weight to Pin,White,Female,27.0,Tensed,3,Powderhorn Park,1
4644,2018/04/16 03:06:21,Domestic Abuse-In Progress ,Yes,DASLT5,,Bodily Force,Joint Lock,White,Female,27.0,Tensed,3,Powderhorn Park,1
4645,2018/04/16 03:06:21,Domestic Abuse-In Progress ,Yes,DASLT5,,Bodily Force,Push Away,White,Female,27.0,Tensed,3,Powderhorn Park,1
4646,2018/04/17 01:19:02,Domestic Abuse-In Progress ,Yes,DASLT3,,Bodily Force,Body Weight to Pin,Native American,Female,32.0,Tensed,3,East Phillips,1
4647,2018/04/17 01:19:02,Domestic Abuse-In Progress ,Yes,DASLT3,,Bodily Force,Joint Lock,Native American,Female,32.0,Tensed,3,East Phillips,1
4648,2018/04/17 01:19:02,Domestic Abuse-In Progress ,Yes,DASLT3,,Bodily Force,Body Weight to Pin,Native American,Female,32.0,Tensed,3,East Phillips,1
4649,2018/04/17 01:19:02,Domestic Abuse-In Progress ,Yes,DASLT3,,Bodily Force,Joint Lock,Native American,Female,32.0,Tensed,3,East Phillips,1
4650,2018/04/17 11:58:34,Person with a Gun ,Yes,OBSTRU,1.0,Taser,Touch,Black,Male,46.0,Assaulted Officer,4,Webber - Camden,0
4651,2018/04/17 11:58:34,Person with a Gun ,Yes,OBSTRU,1.0,Bodily Force,Punches,Black,Male,46.0,Assaulted Officer,4,Webber - Camden,0
4652,2018/04/17 11:58:34,Person with a Gun ,Yes,OBSTRU,1.0,Bodily Force,Body Weight to Pin,Black,Male,46.0,Assaulted Officer,4,Webber - Camden,0
4653,2018/04/17 12:08:24,Suspicious Person ,Yes,SHOPLF,1.0,Bodily Force,Push Away,Native American,Male,28.0,Unspecified,5,Lyndale,0
4654,2018/04/17 12:08:24,Suspicious Person ,Yes,SHOPLF,1.0,Bodily Force,Body Weight to Pin,Native American,Male,28.0,Unspecified,5,Lyndale,0
4655,2018/04/18 18:52:38,Domestic with Weapons ,Yes,DASLT5,1.0,Bodily Force,Body Weight to Pin,Black,Male,25.0,Tensed,4,Cleveland,0
4656,2018/04/18 20:23:25,Slumper ,Yes,NARC,1.0,Taser,Firing Darts,Native American,Male,31.0,Fled on Foot,3,Hiawatha,0
4657,2018/04/20 02:31:54,Unknown Wireless/Cell Phone,Yes,VDNCO,,Bodily Force,Body Weight to Pin,Black,Male,23.0,Fled on Foot,5,Lyndale,1
4658,2018/04/20 02:31:54,Unknown Wireless/Cell Phone,Yes,VDNCO,,Bodily Force,Push Away,Black,Male,23.0,Fled on Foot,5,Lyndale,1
4659,2018/04/20 19:07:35,Chase on Foot ,No,NARC,1.0,Bodily Force,Body Weight to Pin,Black,Male,19.0,Fled on Foot,1,Downtown West,0
4660,2018/04/21 19:31:09,Fight ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,18.0,Verbal Non-Compliance,2,University of Minnesota,1
4661,2018/04/21 19:31:09,Fight ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,18.0,Verbal Non-Compliance,2,University of Minnesota,1
4662,2018/04/21 19:31:09,Fight ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,18.0,Verbal Non-Compliance,2,University of Minnesota,1
4663,2018/04/22 01:44:03,Suspicious Person ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Male,25.0,Verbal Non-Compliance,5,Lowry Hill East,1
4664,2018/04/22 01:44:03,Suspicious Person ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Asian,Male,25.0,Verbal Non-Compliance,5,Lowry Hill East,1
4665,2018/04/22 01:44:03,Suspicious Person ,No,FORCE,,Chemical Irritant,Crowd Control Mace,White,Male,25.0,Verbal Non-Compliance,5,Lowry Hill East,1
4666,2018/04/22 01:44:03,Suspicious Person ,No,FORCE,,Chemical Irritant,Crowd Control Mace,White,Male,24.0,Verbal Non-Compliance,5,Lowry Hill East,1
4667,2018/04/22 01:46:11,Directed Patrol ,No,DISCON,,Bodily Force,Body Weight to Pin,Black,Male,23.0,Tensed,1,Downtown West,1
4668,2018/04/22 04:35:51,Domestic with Weapons ,Yes,CIC,1.0,Taser,Firing Darts,Native American,Male,24.0,Verbal Non-Compliance,5,Whittier,0
4669,2018/04/22 04:35:51,Domestic with Weapons ,Yes,CIC,1.0,Taser,Firing Darts,Native American,Male,24.0,Verbal Non-Compliance,5,Whittier,0
4670,2018/04/22 05:31:32,Suspicious Person ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Male,24.0,Tensed,1,Loring Park,1
4671,2018/04/22 05:31:32,Suspicious Person ,Yes,OBSTRU,,Bodily Force,Joint Lock,Black,Male,24.0,Tensed,1,Loring Park,1
4672,2018/04/23 03:00:04,Suspicious Person ,No,PINJEQ,,Bodily Force,Body Weight to Pin,Native American,Female,27.0,Verbal Non-Compliance,5,Lowry Hill East,1
4673,2018/04/23 21:01:16,Unknown Trouble ,Yes,TRSPAS,,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,1,Downtown West,1
4674,2018/04/23 21:01:16,Unknown Trouble ,Yes,TRSPAS,,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,1,Downtown West,1
4675,2018/04/23 21:25:53,Disturbance ,No,VDNCO,,Bodily Force,Joint Lock,Black,Female,25.0,Tensed,1,Downtown West,1
4676,2018/04/23 21:25:53,Disturbance ,No,VDNCO,,Bodily Force,Body Weight to Pin,Black,Female,25.0,Tensed,1,Downtown West,1
4677,2018/04/23 21:25:53,Disturbance ,No,VDNCO,,Bodily Force,Joint Lock,Black,Female,25.0,Tensed,1,Downtown West,1
4678,2018/04/23 21:25:53,Disturbance ,No,VDNCO,,Bodily Force,Body Weight to Pin,Black,Female,25.0,Tensed,1,Downtown West,1
4679,2018/04/24 18:29:20,Assault in Progress ,Yes,DASTR,0.0,Bodily Force,Body Weight to Pin,Black,Male,25.0,Tensed,3,Hiawatha,0
4680,2018/04/24 18:29:20,Assault in Progress ,Yes,DASTR,0.0,Bodily Force,Body Weight to Pin,Black,Male,25.0,Tensed,3,Hiawatha,0
4681,2018/04/24 18:29:20,Assault in Progress ,Yes,DASTR,0.0,Bodily Force,Joint Lock,Black,Male,25.0,Tensed,3,Hiawatha,0
4682,2018/04/24 18:29:20,Assault in Progress ,Yes,DASTR,0.0,Bodily Force,Body Weight to Pin,Black,Male,25.0,Tensed,3,Hiawatha,0
4683,2018/04/25 01:58:28,Directed Patrol ,No,WT,1.0,Police K9 Bite,On Lead,Black,Male,23.0,Verbal Non-Compliance,4,Willard - Hay,0
4684,2018/04/25 23:52:42,Fight ,Yes,DASTR,,Taser,Red Dot,Black,Male,39.0,Tensed,1,Loring Park,1
4685,2018/04/25 23:52:42,Fight ,Yes,DASTR,,Taser,Display,Black,Male,39.0,Tensed,1,Loring Park,1
4686,2018/04/25 23:52:42,Fight ,Yes,DASTR,,Bodily Force,Joint Lock,Black,Male,39.0,Tensed,1,Loring Park,1
4687,2018/04/25 23:52:42,Fight ,Yes,DASTR,,Bodily Force,Body Weight to Pin,Black,Male,39.0,Tensed,1,Loring Park,1
4688,2018/04/25 23:52:42,Fight ,Yes,DASTR,,Bodily Force,Push Away,Black,Male,39.0,Tensed,1,Loring Park,1
4689,2018/04/25 23:52:42,Fight ,Yes,DASTR,,Bodily Force,Joint Lock,Black,Male,39.0,Tensed,1,Loring Park,1
4690,2018/04/26 20:24:01,Missing Person ,Yes,MISPER,0.0,Taser,Firing Darts,Native American,Male,13.0,Verbal Non-Compliance,4,Folwell,0
